manufacture,bssid,ip,idle_time,site_id,rx_rate,ap_mac,psk_id,dual_band,vlan_id,num_locating_aps,uptime,ssid,rx_pkts,proto,tx_retries,hostname,tx_bps,key_mgmt,channel,rssi,username,family,map_id,airwatch,rx_retries,band,mac,snr,is_guest,tx_bytes,annotation,tx_rate,rx_bps,_id,tx_pkts,rx_bytes,_ttl,ap_id,y,x,model,wlan_id,os,last_seen
Apple,5c5b353736c2,192.168.102.38,6,b5f6da01-5068-4301-885a-00f5e61c565b,192.5,5c5b353eeb05,,False,100,1,1105,PRODUCT_DEMO_NETWORK,18725,ac,3645,StephanesiPhone,0,WPA2-PSK/CCMP,149,-49,,iPhone,d4390708-167d-466b-8ed8-41a9e6f8642d,,498,5,50bc96893bbf,43,False,34816797,unknown,192.5,0,50bc96893bbf,20680,7672922,284,00000000-0000-0000-1000-5c5b353eeb05,187.49640479691269,399.8415805073315,8+,8d977dd7-395f-4454-a90e-a2163c3aaa8e,12.0,1542757045
SAMSUNG ELECTRO-MECHANICS(THAILAND),5c5b353736c2,192.168.101.219,28,b5f6da01-5068-4301-885a-00f5e61c565b,192.5,5c5b353eeb05,,False,100,1,2415313,PRODUCT_DEMO_NETWORK,7035077,ac,1688990,Galaxy-S8-active,0,WPA2-PSK/CCMP,149,-49,,,d4390708-167d-466b-8ed8-41a9e6f8642d,,381055,5,04d6aad6578e,43,False,17975681796,unknown,173.2,0,04d6aad6578e,8643911,1303410526,283,00000000-0000-0000-1000-5c5b353eeb05,201.93076558435624,354.0616400219692,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Linux,1542757045
Murata Manufacturing Co.,5c5b353736c2,192.168.101.218,22,b5f6da01-5068-4301-885a-00f5e61c565b,240.5,5c5b353eeb05,,False,100,1,1209305,PRODUCT_DEMO_NETWORK,1319702,ac,264553,Galaxy-S8,0,WPA2-PSK/CCMP,149,-53,,,d4390708-167d-466b-8ed8-41a9e6f8642d,,101768,5,b072bfdaf458,39,False,3002209380,unknown,216.6,0,b072bfdaf458,1572944,321210901,283,00000000-0000-0000-1000-5c5b353eeb05,224.9953418405703,346.65828085057154,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Linux,1542757045
Apple,5c5b353460c3,10.123.7.30,48,b5f6da01-5068-4301-885a-00f5e61c565b,18.0,5c5b353e9f65,,False,1,1,4081,REMO,1093,n,34,CASAN2920INV01,0,WPA2-EAP-FT/CCMP,36,-70,CASAN2920INV01,iPhone,d4390708-167d-466b-8ed8-41a9e6f8642d,,18,5,d896950dd5f0,17,False,174108,unknown,72.2,0,d896950dd5f0,347,131302,281,00000000-0000-0000-1000-5c5b353e9f65,238.26958604302268,-49.93966996120107,5s Americas,1bf4d27b-f09f-4c74-a3bc-dddfeb95f2b3,12.0.1,1542757015
LG Electronics (Mobile Communications),5c5b353736c2,192.168.101.212,12,b5f6da01-5068-4301-885a-00f5e61c565b,18.0,5c5b353eeb05,,False,100,1,3506482,PRODUCT_DEMO_NETWORK,1433547,ac,17882,android-9726588ba3a10fe5,0,WPA2-PSK/CCMP,149,-48,,,d4390708-167d-466b-8ed8-41a9e6f8642d,,45876,5,48605f67a7f4,44,False,1556133164,unknown,173.3,0,48605f67a7f4,1273356,257888480,279,00000000-0000-0000-1000-5c5b353eeb05,199.21650816835324,399.48622958457617,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Linux,1542757045
Murata Manufacturing Co.,5c5b353736c2,192.168.101.216,0,b5f6da01-5068-4301-885a-00f5e61c565b,216.5,5c5b353eeb05,,False,100,1,2415235,PRODUCT_DEMO_NETWORK,7682219,ac,877035,Galaxy-Note8,18945,WPA2-PSK/CCMP,149,-53,,,d4390708-167d-466b-8ed8-41a9e6f8642d,,532381,5,dcefcaf14ee2,39,False,17475794634,unknown,173.2,8592,dcefcaf14ee2,8689126,1432735558,279,00000000-0000-0000-1000-5c5b353eeb05,190.2848448347771,344.9086955790621,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Linux,1542757045
OnePlus Technology (Shenzhen) Co.,5c5b353736b1,192.168.100.155,11,b5f6da01-5068-4301-885a-00f5e61c565b,18.0,5c5b353eeb05,,False,100,1,351859,PRODUCT_DEMO_NETWORK,121857,n,2229,OnePlus_6T,0,WPA2-PSK/CCMP,6,-42,,,d4390708-167d-466b-8ed8-41a9e6f8642d,,2521,24,64a2f9dc999e,44,False,171725581,unknown,72.2,0,64a2f9dc999e,137828,19535044,279,00000000-0000-0000-1000-5c5b353eeb05,211.2366579480205,367.01172932387925,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Linux,1542757045
Motorola Mobility LLC,5c5b353736c2,192.168.101.210,15,b5f6da01-5068-4301-885a-00f5e61c565b,18.0,5c5b353eeb05,,False,100,1,1730496,PRODUCT_DEMO_NETWORK,192624,n,2792,,0,WPA2-PSK/CCMP,149,-57,,,d4390708-167d-466b-8ed8-41a9e6f8642d,,12285,5,0ccb85d0d41e,35,False,127340166,unknown,72.2,0,0ccb85d0d41e,133420,25496807,279,00000000-0000-0000-1000-5c5b353eeb05,203.98820701701197,426.2281705847385,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Linux,1542757045
Murata Manufacturing Co.,5c5b353736c2,192.168.102.250,16,b5f6da01-5068-4301-885a-00f5e61c565b,173.2,5c5b353eeb05,,False,100,1,45219,PRODUCT_DEMO_NETWORK,339728,ac,29733,Galaxy-Note9,0,WPA2-PSK/CCMP,149,-52,,,d4390708-167d-466b-8ed8-41a9e6f8642d,,14317,5,449160c7d7ff,40,False,568310000,unknown,144.4,0,449160c7d7ff,349628,52574276,279,00000000-0000-0000-1000-5c5b353eeb05,173.22073532283218,384.78251400138913,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Linux,1542757045
LG Electronics (Mobile Communications),5c5b353736c2,192.168.102.15,48,b5f6da01-5068-4301-885a-00f5e61c565b,18.0,5c5b353eeb05,,False,100,1,3506506,PRODUCT_DEMO_NETWORK,1076671,ac,15683,android-2c60d8aafe43068e,0,WPA2-PSK/CCMP,149,-45,,,d4390708-167d-466b-8ed8-41a9e6f8642d,,29939,5,08d46ab658b0,47,False,1355485238,unknown,78.0,0,08d46ab658b0,1413158,245249032,279,00000000-0000-0000-1000-5c5b353eeb05,224.1737844930661,375.5307511068601,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Linux,1542757045
Samsung Electronics Co.,5c5b353736c2,192.168.103.117,13,b5f6da01-5068-4301-885a-00f5e61c565b,18.0,5c5b353eeb05,,False,100,1,45204,PRODUCT_DEMO_NETWORK,655346,ac,4252,Galaxy-J7-Star,0,WPA2-PSK/CCMP,149,-51,,,d4390708-167d-466b-8ed8-41a9e6f8642d,,10056,5,d4e6b7240335,41,False,1000944182,unknown,86.5,0,d4e6b7240335,690842,91437095,279,00000000-0000-0000-1000-5c5b353eeb05,227.8366875807822,400.19231722744445,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Linux,1542757045
Motorola Mobility LLC,5c5b353736c2,192.168.101.213,25,b5f6da01-5068-4301-885a-00f5e61c565b,18.0,5c5b353eeb05,,False,100,1,359077,PRODUCT_DEMO_NETWORK,61096,n,914,,0,WPA2-PSK/CCMP,149,-55,,,d4390708-167d-466b-8ed8-41a9e6f8642d,,2166,5,304b0705a7a8,37,False,64181662,unknown,65.0,0,304b0705a7a8,52945,8467692,279,00000000-0000-0000-1000-5c5b353eeb05,180.45061480469596,336.893309715557,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Linux,1542757045
Apple,5c5b353736c2,192.168.101.248,65,b5f6da01-5068-4301-885a-00f5e61c565b,156.0,5c5b353eeb05,,False,100,1,97048,PRODUCT_DEMO_NETWORK,19018,ac,2678,iPhone,0,WPA2-PSK/CCMP,149,-55,,iPhone,d4390708-167d-466b-8ed8-41a9e6f8642d,,416,5,b019c69afe3d,37,False,10650340,unknown,173.2,0,b019c69afe3d,10925,2680848,279,00000000-0000-0000-1000-5c5b353eeb05,239.50735306676805,392.4048328509746,X,8d977dd7-395f-4454-a90e-a2163c3aaa8e,11.1.2,1542757045
LG Electronics (Mobile Communications),5c5b353736c2,192.168.101.211,2,b5f6da01-5068-4301-885a-00f5e61c565b,18.0,5c5b353eeb05,,False,100,1,3506508,PRODUCT_DEMO_NETWORK,337427,n,2223,android-7c249030efdbe73f,0,WPA2-PSK/CCMP,149,-47,,,d4390708-167d-466b-8ed8-41a9e6f8642d,,12226,5,48605f3e8f68,45,False,334154782,unknown,65.0,0,48605f3e8f68,318981,58960704,279,00000000-0000-0000-1000-5c5b353eeb05,188.6353103795705,365.17149359921433,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Nougat,1542757045
Samsung Electronics Co.,5c5b353736b1,192.168.101.205,20,b5f6da01-5068-4301-885a-00f5e61c565b,26.0,5c5b353eeb05,,False,100,1,45207,PRODUCT_DEMO_NETWORK,459505,n,140374,Galaxy-J3-Star,0,WPA2-PSK/CCMP,6,-41,,,d4390708-167d-466b-8ed8-41a9e6f8642d,,40477,24,48c796463367,45,False,755733132,unknown,72.2,0,48c796463367,513831,60654592,279,00000000-0000-0000-1000-5c5b353eeb05,190.83341907564005,382.7132877232267,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Linux,1542757045
LG Electronics (Mobile Communications),5c5b353736c2,192.168.103.39,21,b5f6da01-5068-4301-885a-00f5e61c565b,18.0,5c5b353eeb05,,False,100,1,602066,PRODUCT_DEMO_NETWORK,90343,ac,142,android-824f2a299d2f911,0,WPA2-PSK/CCMP,149,-47,,,d4390708-167d-466b-8ed8-41a9e6f8642d,,1820,5,3830f9099c2d,45,False,68312448,unknown,156.0,0,3830f9099c2d,52700,13249070,279,00000000-0000-0000-1000-5c5b353eeb05,208.56032583858112,354.03220656784634,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Linux,1542757045
LG Electronics (Mobile Communications),5c5b353736c2,192.168.101.203,46,b5f6da01-5068-4301-885a-00f5e61c565b,18.0,5c5b353eeb05,,False,100,1,3506505,PRODUCT_DEMO_NETWORK,1328103,ac,207694,android-5f0d94daf51a8ff6,0,WPA2-PSK/CCMP,149,-53,,,d4390708-167d-466b-8ed8-41a9e6f8642d,,393277,5,08d46ad21449,39,False,642372109,unknown,72.2,0,08d46ad21449,872385,220048939,279,00000000-0000-0000-1000-5c5b353eeb05,231.72577257690907,392.2234746253761,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Linux,1542757045
Murata Manufacturing Co.,5c5b353736c2,192.168.101.217,21,b5f6da01-5068-4301-885a-00f5e61c565b,192.5,5c5b353eeb05,,False,100,1,45229,PRODUCT_DEMO_NETWORK,312121,ac,24691,Galaxy-S9,0,WPA2-PSK/CCMP,149,-50,,,d4390708-167d-466b-8ed8-41a9e6f8642d,,10279,5,a0c9a0c388b8,42,False,544246315,unknown,173.3,0,a0c9a0c388b8,329961,47621038,279,00000000-0000-0000-1000-5c5b353eeb05,222.10373854909267,358.59089548035803,,8d977dd7-395f-4454-a90e-a2163c3aaa8e,Linux,1542757045
Apple,5c5b353736c3,10.123.7.21,46,b5f6da01-5068-4301-885a-00f5e61c565b,18.0,5c5b353eeb05,,False,1,1,406,REMO,207,ac,47,CASAN2920IPM103,0,WPA2-EAP-FT/CCMP,149,-59,CASAN2920IPM103,iPad,d4390708-167d-466b-8ed8-41a9e6f8642d,,11,5,9c84bf4183ab,33,False,435003,unknown,130.0,0,9c84bf4183ab,217,31664,279,00000000-0000-0000-1000-5c5b353eeb05,216.05182774430688,438.3857634178986,Mini 4 + Cellular,1bf4d27b-f09f-4c74-a3bc-dddfeb95f2b3,12.0.1,1542757045
Apple,5c5b353460c3,10.123.7.61,15,b5f6da01-5068-4301-885a-00f5e61c565b,18.0,5c5b353e9f65,,False,1,1,36228,REMO,5118,ac,31,CASAN2920IPM104,0,WPA2-EAP-FT/CCMP,36,-61,CASAN2920IPM104,iPad,d4390708-167d-466b-8ed8-41a9e6f8642d,,592,5,9c84bf418327,26,False,1042195,unknown,173.3,0,9c84bf418327,2033,803364,261,00000000-0000-0000-1000-5c5b353e9f65,281.62089398787776,54.31493142183613,Mini 4 + Cellular,1bf4d27b-f09f-4c74-a3bc-dddfeb95f2b3,12.0.1,1542757015
Apple,5c5b353460c3,10.123.7.51,7,b5f6da01-5068-4301-885a-00f5e61c565b,18.0,5c5b353e9f65,,False,1,1,10226,REMO,2252,ac,83,CASAN2920IPM107,0,WPA2-EAP-FT/CCMP,36,-55,CASAN2920IPM107,iPad,d4390708-167d-466b-8ed8-41a9e6f8642d,,159,5,9c84bf418321,32,False,869750,unknown,173.3,0,9c84bf418321,1126,433530,254,00000000-0000-0000-1000-5c5b353e9f65,349.01020585460367,125.58529785251238,Mini 4 + Cellular,1bf4d27b-f09f-4c74-a3bc-dddfeb95f2b3,12.0.1,1542757015
Apple,5c5b353460c3,10.123.7.29,0,b5f6da01-5068-4301-885a-00f5e61c565b,173.3,5c5b353e9f65,,False,1,1,26710,REMO,2558,ac,19,iPad,0,WPA2-EAP-FT/CCMP,36,-58,CASAN2920IPM101,iPad,d4390708-167d-466b-8ed8-41a9e6f8642d,,326,5,9c84bf4a366b,29,False,1370164,unknown,156.0,352,9c84bf4a366b,1666,405037,252,00000000-0000-0000-1000-5c5b353e9f65,351.7520453117438,136.96896566606725,Mini 4 + Cellular,1bf4d27b-f09f-4c74-a3bc-dddfeb95f2b3,12.0.1,1542757015
Apple,5c5b353460c3,10.123.7.22,15,b5f6da01-5068-4301-885a-00f5e61c565b,18.0,5c5b353e9f65,,False,1,1,39813,REMO,5000,ac,129,CASAN2920IPM102,0,WPA2-EAP-FT/CCMP,36,-53,CASAN2920IPM102,iPad,d4390708-167d-466b-8ed8-41a9e6f8642d,,586,5,9c84bf471a71,34,False,717581,unknown,156.0,0,9c84bf471a71,1622,788531,249,00000000-0000-0000-1000-5c5b353e9f65,331.901544926462,58.211012237000375,Mini 4 + Cellular,1bf4d27b-f09f-4c74-a3bc-dddfeb95f2b3,12.0.1,1542757015
Apple,5c5b353734b3,10.123.95.28,54,809262ef-45bf-42c4-92bf-6b480c11c2e9,18.0,5c5b353eeace,,False,1,1,870,REMO,245,ac,14,CAFRE8839IPM107,0,WPA2-EAP-FT/CCMP,48,-47,CAFRE8839IPM107,iPad,f96d574f-723c-459f-a3ad-dc2d49574068,,13,5,9c84bf48d1ca,45,False,68661,unknown,173.3,0,9c84bf48d1ca,135,42108,299,00000000-0000-0000-1000-5c5b353eeace,340.2867037150949,201.2339865597964,Mini 4 + Cellular,1bf4d27b-f09f-4c74-a3bc-dddfeb95f2b3,12.0.1,1542757066
Apple,5c5b353734b3,10.123.95.29,1,809262ef-45bf-42c4-92bf-6b480c11c2e9,18.0,5c5b353eeace,,False,1,1,5470,REMO,678,ac,4,CAFRE8839IPM101,199,WPA2-EAP-FT/CCMP,48,-51,CAFRE8839IPM101,iPad,f96d574f-723c-459f-a3ad-dc2d49574068,,59,5,9c84bf41f38f,41,False,173823,unknown,173.3,621,9c84bf41f38f,436,214327,299,00000000-0000-0000-1000-5c5b353eeace,306.7902201800288,274.7965811034922,Mini 4 + Cellular,1bf4d27b-f09f-4c74-a3bc-dddfeb95f2b3,12.1,1542757066
Apple,5c5b353734b3,10.123.95.37,87,809262ef-45bf-42c4-92bf-6b480c11c2e9,18.0,5c5b353eeace,,False,1,1,5470,REMO,4132,n,671,CAFRE8839INV01,0,WPA2-EAP-FT/CCMP,48,-46,CAFRE8839INV01,iPhone,f96d574f-723c-459f-a3ad-dc2d49574068,,119,5,0874025c1626,46,False,953779,unknown,72.2,0,0874025c1626,2338,1843907,299,00000000-0000-0000-1000-5c5b353eeace,354.4959706142617,226.89507234265378,5s Americas,1bf4d27b-f09f-4c74-a3bc-dddfeb95f2b3,12.1,1542757066
Apple,5c5b353734b3,10.123.95.31,89,809262ef-45bf-42c4-92bf-6b480c11c2e9,18.0,5c5b353eeace,,False,1,1,30565,REMO,2804,ac,21,CAFRE8839IPM105,0,WPA2-EAP-FT/CCMP,48,-48,CAFRE8839IPM105,iPad,f96d574f-723c-459f-a3ad-dc2d49574068,,342,5,9c84bf4a14e9,44,False,674624,unknown,156.0,0,9c84bf4a14e9,1630,576673,299,00000000-0000-0000-1000-5c5b353eeace,360.03431370976375,214.76476833019112,Mini 4 + Cellular,1bf4d27b-f09f-4c74-a3bc-dddfeb95f2b3,12.1,1542757066
Apple,5c5b353734b3,10.123.95.50,11,809262ef-45bf-42c4-92bf-6b480c11c2e9,18.0,5c5b353eeace,,False,1,1,41320,REMO,3686,ac,99,CAFRE8839IPM102,0,WPA2-EAP-FT/CCMP,48,-48,CAFRE8839IPM102,iPad,f96d574f-723c-459f-a3ad-dc2d49574068,,486,5,9c84bf421cbe,44,False,824152,unknown,173.3,0,9c84bf421cbe,2206,815245,299,00000000-0000-0000-1000-5c5b353eeace,295.62197297313094,255.3241321491456,Mini 4 + Cellular,1bf4d27b-f09f-4c74-a3bc-dddfeb95f2b3,12.1,1542757066
TCT mobile ltd,5c5b35373391,192.168.100.94,14,809262ef-45bf-42c4-92bf-6b480c11c2e9,6.0,5c5b353eeab0,,False,100,1,23241,DATA_TRANSFER_NETWORK,3425,n,170,,0,WPA2-PSK/CCMP,161,-50,,,f96d574f-723c-459f-a3ad-dc2d49574068,,15,5,e0e62e9f38d5,42,False,236464,unknown,58.5,0,e0e62e9f38d5,1049,316983,294,00000000-0000-0000-1000-5c5b353eeab0,134.830730197939,1110.0527853734347,,312c05b9-8ea5-4622-b4ee-22cfb656a86c,Linux,1542757016
TCT mobile ltd,5c5b35373421,192.168.101.102,11,809262ef-45bf-42c4-92bf-6b480c11c2e9,18.0,5c5b353eeabf,,False,100,1,223681,DATA_TRANSFER_NETWORK,113570,ac,745,,0,WPA2-PSK/CCMP,64,-48,,,f96d574f-723c-459f-a3ad-dc2d49574068,,696,5,e0e62ededb0c,44,False,37662865,unknown,86.6,0,e0e62ededb0c,46341,13180086,286,00000000-0000-0000-1000-5c5b353eeabf,395.2212487299273,1047.6925941703566,,312c05b9-8ea5-4622-b4ee-22cfb656a86c,Linux,1542757024
Apple,5c5b35373391,192.168.100.74,1,809262ef-45bf-42c4-92bf-6b480c11c2e9,18.0,5c5b353eeab0,,False,100,1,576061,DATA_TRANSFER_NETWORK,171939,ac,22979,iPhone,1315,WPA2-PSK/CCMP,161,-56,,iPhone,f96d574f-723c-459f-a3ad-dc2d49574068,,1447,5,38539ca9f618,36,False,234801225,unknown,192.5,2014,38539ca9f618,156078,33020976,283,00000000-0000-0000-1000-5c5b353eeab0,107.49548536000327,1096.9241581350277,XS,312c05b9-8ea5-4622-b4ee-22cfb656a86c,12.0,1542757016
Samsung Electronics Co.,5c5b35373391,192.168.100.67,0,809262ef-45bf-42c4-92bf-6b480c11c2e9,72.2,5c5b353eeab0,,False,100,1,575687,DATA_TRANSFER_NETWORK,254654,n,38810,Galaxy-Tab-A-8,449528,WPA2-PSK/CCMP,161,-67,,,f96d574f-723c-459f-a3ad-dc2d49574068,,14563,5,108ee0639c6c,25,False,511524797,unknown,72.2,85836,108ee0639c6c,386624,40324800,275,00000000-0000-0000-1000-5c5b353eeab0,130.67903358394827,1283.991714072337,,312c05b9-8ea5-4622-b4ee-22cfb656a86c,Linux,1542757016
Apple,5c5b35373391,192.168.100.75,31,809262ef-45bf-42c4-92bf-6b480c11c2e9,18.0,5c5b353eeab0,,False,100,1,576059,DATA_TRANSFER_NETWORK,173630,ac,13354,iPhone,0,WPA2-PSK/CCMP,161,-54,,iPhone,f96d574f-723c-459f-a3ad-dc2d49574068,,1418,5,38539c47a51a,38,False,561890546,unknown,192.5,0,38539c47a51a,252731,29555904,275,00000000-0000-0000-1000-5c5b353eeab0,122.30421096630452,1152.3900682457634,XS Max,312c05b9-8ea5-4622-b4ee-22cfb656a86c,12.0,1542757016
Apple,5c5b35373421,192.168.102.1,17,809262ef-45bf-42c4-92bf-6b480c11c2e9,96.1,5c5b353eeabf,,False,100,3,1725,DATA_TRANSFER_NETWORK,1007,ac,57,Trans-iPhone-X,0,WPA2-PSK/CCMP,64,-52,,iPhone,f96d574f-723c-459f-a3ad-dc2d49574068,,13,5,80b03df3151f,40,False,101039,unknown,96.1,0,80b03df3151f,298,102275,274,00000000-0000-0000-1000-5c5b353eeabf,458.3346342945615,1011.5859962238633,X,312c05b9-8ea5-4622-b4ee-22cfb656a86c,11.4.1,1542757024
Apple,5c5b353733c3,10.123.95.25,0,809262ef-45bf-42c4-92bf-6b480c11c2e9,173.3,5c5b353eeab5,,False,1,1,9,REMO,52,ac,16,CAFRE8839IPM104,99477,WPA2-EAP-FT/CCMP,36,-58,CAFRE8839IPM104,iPad,f96d574f-723c-459f-a3ad-dc2d49574068,,0,5,9c84bf4a366e,34,False,25098,unknown,173.3,43361,9c84bf4a366e,45,12422,273,00000000-0000-0000-1000-5c5b353eeab5,313.24727530160675,180.38873765544338,Mini 4 + Cellular,1bf4d27b-f09f-4c74-a3bc-dddfeb95f2b3,12.1,1542757040
Apple,5c5b353733c3,10.123.95.55,3,809262ef-45bf-42c4-92bf-6b480c11c2e9,18.0,5c5b353eeab5,,False,1,1,1697,REMO,14467,ac,2099,CAFRE8839IPM103,0,WPA2-EAP-FT/CCMP,36,-52,CAFRE8839IPM103,iPad,f96d574f-723c-459f-a3ad-dc2d49574068,,132,5,9c84bf469afd,40,False,19966776,unknown,173.3,0,9c84bf469afd,14561,3855227,273,00000000-0000-0000-1000-5c5b353eeab5,203.79246759593838,822.5036504544198,Mini 4 + Cellular,1bf4d27b-f09f-4c74-a3bc-dddfeb95f2b3,12.1,1542757040
Apple,5c5b353734b3,10.123.95.59,86,809262ef-45bf-42c4-92bf-6b480c11c2e9,18.0,5c5b353eeace,,False,1,1,2507,REMO,152,ac,4,CAFRE8839IPM106,0,WPA2-EAP-FT/CCMP,48,-56,CAFRE8839IPM106,iPad,f96d574f-723c-459f-a3ad-dc2d49574068,,27,5,9c84bf4a0acd,36,False,2654,unknown,144.4,0,9c84bf4a0acd,39,11109,266,00000000-0000-0000-1000-5c5b353eeace,318.0029969779621,307.1915611075213,Mini 4 + Cellular,1bf4d27b-f09f-4c74-a3bc-dddfeb95f2b3,12.0.1,1542757006
Murata Manufacturing Co.,5c5b35373421,192.168.101.249,3,809262ef-45bf-42c4-92bf-6b480c11c2e9,130.0,5c5b353eeabf,,False,100,1,22,DATA_TRANSFER_NETWORK,258,ac,72,Galaxy-S9,0,WPA2-PSK/CCMP,64,-72,,,f96d574f-723c-459f-a3ad-dc2d49574068,,20,5,8c450081aed6,20,False,72442,unknown,115.5,0,8c450081aed6,108,61398,260,00000000-0000-0000-1000-5c5b353eeabf,178.38871982992728,1202.490409260609,,312c05b9-8ea5-4622-b4ee-22cfb656a86c,Linux,1542757024
Apple,5c5b35373391,192.168.102.0,11,809262ef-45bf-42c4-92bf-6b480c11c2e9,28.8,5c5b353eeab0,,False,100,1,1971,DATA_TRANSFER_NETWORK,2551,ac,96,Leos-iPhone,0,WPA2-PSK/CCMP,161,-80,,iPhone,f96d574f-723c-459f-a3ad-dc2d49574068,,73,5,749eaf00f7f8,12,False,3556145,unknown,78.0,0,749eaf00f7f8,1949,418330,260,00000000-0000-0000-1000-5c5b353eeab0,158.2989942299983,1872.3752300141255,X,312c05b9-8ea5-4622-b4ee-22cfb656a86c,12.1,1542757016
Apple,5c5b35372943,10.123.95.54,5,809262ef-45bf-42c4-92bf-6b480c11c2e9,18.0,5c5b353ee99d,,False,1,1,12585,REMO,7251,ac,425,CAFRE8839IPM108,0,WPA2-EAP-FT/CCMP,149,-56,CAFRE8839IPM108,iPad,f96d574f-723c-459f-a3ad-dc2d49574068,,228,5,9c84bf4a61f2,36,False,8205709,unknown,173.3,0,9c84bf4a61f2,6668,1815405,249,00000000-0000-0000-1000-5c5b353ee99d,360.2053893099922,1520.9593626180774,Mini 4 + Cellular,1bf4d27b-f09f-4c74-a3bc-dddfeb95f2b3,12.1,1542757012
QCOM TECHNOLOGY INC.,5c5b35373391,192.168.100.82,1,809262ef-45bf-42c4-92bf-6b480c11c2e9,78.0,5c5b353eeab0,,False,100,1,576044,DATA_TRANSFER_NETWORK,238633,ac,12246,Touch2-7004087,0,WPA2-PSK/CCMP,161,-68,,,f96d574f-723c-459f-a3ad-dc2d49574068,,13802,5,000df0c68dec,24,False,545136665,unknown,65.0,799,000df0c68dec,198883,29373332,249,00000000-0000-0000-1000-5c5b353eeab0,252.60817796293156,1013.5215613182647,,312c05b9-8ea5-4622-b4ee-22cfb656a86c,Windows 10,1542757016
Murata Manufacturing Co.,5c5b35373391,192.168.102.8,108,809262ef-45bf-42c4-92bf-6b480c11c2e9,6.5,5c5b353eeab0,,False,100,1,413,DATA_TRANSFER_NETWORK,3022,ac,2268,Galaxy-Note9,0,WPA2-PSK/CCMP,161,-92,,,f96d574f-723c-459f-a3ad-dc2d49574068,,365,5,449160ef8ef1,0,False,6213048,unknown,97.5,0,449160ef8ef1,3488,649272,249,00000000-0000-0000-1000-5c5b353eeab0,196.15335192822914,1195.06947180838,,312c05b9-8ea5-4622-b4ee-22cfb656a86c,Linux,1542757016
Apple,5c5b35373391,192.168.102.2,78,809262ef-45bf-42c4-92bf-6b480c11c2e9,39.0,5c5b353eeab0,,False,100,1,1333,DATA_TRANSFER_NETWORK,65,ac,44,iPhone,0,WPA2-PSK/CCMP,161,-81,,iPhone,f96d574f-723c-459f-a3ad-dc2d49574068,,9,5,f01898d5142d,11,False,2456,unknown,144.4,0,f01898d5142d,28,4619,249,00000000-0000-0000-1000-5c5b353eeab0,995.3800116824146,1209.7141493232814,X,312c05b9-8ea5-4622-b4ee-22cfb656a86c,12.1,1542757016
TCT mobile ltd,5c5b35373381,192.168.101.132,4,809262ef-45bf-42c4-92bf-6b480c11c2e9,18.0,5c5b353eeab0,,False,100,1,354849,DATA_TRANSFER_NETWORK,588330,n,41565,,0,WPA2-PSK/CCMP,11,-47,,,f96d574f-723c-459f-a3ad-dc2d49574068,,4454,24,e0e62e8cbde6,38,False,411337847,unknown,72.2,0,e0e62e8cbde6,322715,53284738,249,00000000-0000-0000-1000-5c5b353eeab0,182.32376882189465,1092.2892058759487,,312c05b9-8ea5-4622-b4ee-22cfb656a86c,Linux,1542757016
Samsung Electronics Co.,5c5b35373391,192.168.100.255,6,809262ef-45bf-42c4-92bf-6b480c11c2e9,6.5,5c5b353eeab0,,False,100,1,45187,DATA_TRANSFER_NETWORK,83230,ac,24136,Galaxy-A6,0,WPA2-PSK/CCMP,161,-51,,,f96d574f-723c-459f-a3ad-dc2d49574068,,4239,5,c493d9c94c06,41,False,596025804,unknown,78.0,0,c493d9c94c06,214250,13653718,249,00000000-0000-0000-1000-5c5b353eeab0,129.87838065517366,1143.3523969607422,,312c05b9-8ea5-4622-b4ee-22cfb656a86c,Linux,1542757016
QCOM TECHNOLOGY INC.,5c5b352d5612,192.168.103.9,8,35202dd0-0530-4b81-8a01-a47e0624dcf7,18.0,5c5b358e18fb,,False,100,1,22844,DATA_TRANSFER_NETWORK,3172,ac,412,Touch2-7006276,0,WPA2-PSK/CCMP,48,-58,,,a8c85fdd-4c9e-4415-b307-6685a0aeba48,,341,5,000df0c68c46,34,False,437295,unknown,180.0,0,000df0c68c46,1084,457880,289,00000000-0000-0000-1000-5c5b358e18fb,1057.3020360825737,1191.2857479362488,,b29415a8-7155-4027-9355-f01d07482012,Windows 10,1542757044
